t_s,current_a,label
1999.579628,1.5595,stall
1999.580629,1.5534,stall
1999.581629,1.5595,stall
1999.58263,1.5595,stall
1999.583632,1.5473,stall
1999.584633,1.5534,stall
1999.585634,1.5534,stall
1999.586634,1.5595,stall
1999.587636,1.5351,stall
1999.588638,1.5534,stall
1999.589638,1.5534,stall
1999.590638,1.5595,stall
1999.591638,1.5595,stall
1999.59264,1.5473,stall
1999.593641,1.5534,stall
1999.594642,1.5534,stall
1999.595643,1.5595,stall
1999.596644,1.5595,stall
1999.597646,1.5595,stall
1999.598647,1.5595,stall
1999.599649,1.5534,stall
1999.600649,1.5534,stall
1999.60165,1.5595,stall
1999.602652,1.5595,stall
1999.603653,1.5595,stall
1999.604655,1.5504,stall
1999.605656,1.5595,stall
1999.606656,1.5595,stall
1999.607656,1.5779,stall
1999.608656,1.5473,stall
1999.609656,1.5534,stall
1999.610656,1.5595,stall
1999.611658,1.5595,stall
1999.612658,1.5595,stall
1999.613658,1.5534,stall
1999.614658,1.5595,stall
1999.615658,1.5534,stall
1999.616659,1.5595,stall
1999.617661,1.5595,stall
1999.618662,1.5595,stall
1999.619664,1.5534,stall
1999.620665,1.5595,stall
1999.621665,1.5595,stall
1999.622665,1.5473,stall
1999.623665,1.5473,stall
1999.624667,1.5534,stall
1999.625667,1.5534,stall
1999.626669,1.5595,stall
1999.62767,1.5534,stall
1999.62867,1.5534,stall
1999.62967,1.5534,stall
1999.63067,1.5595,stall
1999.63167,1.5534,stall
1999.63267,1.5595,stall
1999.63367,1.5534,stall
1999.63467,1.5595,stall
1999.63567,1.5595,stall
1999.63667,1.5534,stall
1999.637671,1.5595,stall
1999.638671,1.5534,stall
1999.639673,1.5534,stall
1999.640674,1.5595,stall
1999.641674,1.5473,stall
1999.642674,1.5595,stall
1999.643674,1.5473,stall
1999.644674,1.5595,stall
1999.645674,1.5534,stall
1999.646675,1.5504,stall
1999.647675,1.5595,stall
1999.648676,1.5595,stall
1999.649678,1.5595,stall
1999.65068,1.5473,stall
1999.651682,1.5595,stall
1999.652682,1.5504,stall
1999.653684,1.5595,stall
1999.654684,1.5595,stall
1999.655686,1.5534,stall
1999.656687,1.5595,stall
1999.657687,1.5595,stall
1999.658689,1.5534,stall
1999.65969,1.5534,stall
1999.66069,1.5534,stall
1999.661691,1.5595,stall
1999.662692,1.5534,stall
1999.663694,1.5595,stall
1999.664695,1.5595,stall
1999.665696,1.5534,stall
1999.666697,1.5595,stall
1999.667699,1.5595,stall
1999.668699,1.5534,stall
1999.669701,1.5595,stall
1999.670702,1.5534,stall
1999.671704,1.5534,stall
1999.672706,1.5534,stall
1999.673708,1.5534,stall
1999.674708,1.5595,stall
1999.675709,1.5595,stall
1999.676711,1.5534,stall
1999.677711,1.5595,stall
1999.678711,1.5595,stall
1999.679711,1.5595,stall
1999.680711,1.5534,stall
1999.681711,1.5534,stall
1999.682713,1.5534,stall
1999.683715,1.5595,stall
1999.684716,1.5534,stall
1999.685717,1.5595,stall
1999.686718,1.5534,stall
1999.687718,1.5595,stall
1999.688719,1.5595,stall
1999.689719,1.5565,stall
1999.690719,1.5595,stall
1999.69172,1.5534,stall
1999.692722,1.5595,stall
1999.693722,1.5534,stall
1999.694722,1.5473,stall
1999.695722,1.5595,stall
1999.696723,1.5534,stall
1999.697725,1.5534,stall
1999.698727,1.5595,stall
1999.699727,1.5534,stall
1999.700727,1.5473,stall
1999.701729,1.5595,stall
1999.702731,1.5595,stall
1999.703733,1.5595,stall
1999.704733,1.5595,stall
1999.705733,1.5595,stall
1999.706733,1.5595,stall
1999.707735,1.5595,stall
1999.708735,1.5595,stall
1999.709735,1.5504,stall
1999.710735,1.5595,stall
1999.711736,1.5595,stall
1999.712736,1.5473,stall
1999.713737,1.5473,stall
1999.714739,1.5595,stall
1999.715739,1.5534,stall
1999.716739,1.5534,stall
1999.71774,1.5595,stall
1999.718741,1.5595,stall
1999.719741,1.5595,stall
1999.720741,1.5534,stall
1999.721743,1.5595,stall
1999.722744,1.5595,stall
1999.723745,1.5351,stall
1999.724747,1.5473,stall
1999.725748,1.5595,stall
1999.726748,1.5595,stall
1999.727748,1.5595,stall
1999.728749,1.5595,stall
1999.72975,1.5595,stall
1999.730751,1.5595,stall
1999.731753,1.5534,stall
1999.732753,1.5412,stall
1999.733753,1.5504,stall
1999.734753,1.5595,stall
1999.735754,1.5534,stall
1999.736756,1.5534,stall
1999.737757,1.5534,stall
1999.738759,1.5595,stall
1999.73976,1.5595,stall
1999.740761,1.5473,stall
1999.741763,1.5595,stall
1999.742764,1.5473,stall
1999.743766,1.5779,stall
1999.744768,1.5595,stall
1999.74577,1.5595,stall
1999.746771,1.5595,stall
1999.747772,1.5504,stall
1999.748772,1.5534,stall
1999.749773,1.5595,stall
1999.750774,1.5595,stall
1999.751774,1.5595,stall
1999.752774,1.5595,stall
1999.753774,1.5595,stall
1999.754775,1.5595,stall
1999.755776,1.5595,stall
1999.756776,1.584,stall
1999.757776,1.5595,stall
1999.758776,1.5595,stall
1999.759776,1.5595,stall
1999.760777,1.5595,stall
1999.761777,1.5595,stall
1999.762777,1.5595,stall
1999.763777,1.5595,stall
1999.764777,1.5595,stall
1999.765778,1.5595,stall
1999.766778,1.5595,stall
1999.76778,1.5595,stall
1999.768782,1.5565,stall
1999.769783,1.5534,stall
1999.770784,1.5595,stall
1999.771785,1.5595,stall
1999.772785,1.5595,stall
1999.773787,1.5534,stall
1999.774787,1.5504,stall
1999.775788,1.5595,stall
1999.776789,1.5595,stall
1999.777789,1.5534,stall
1999.778789,1.5504,stall
1999.779789,1.5534,stall
1999.78079,1.5595,stall
1999.781792,1.5595,stall
1999.782793,1.5595,stall
1999.783793,1.5534,stall
1999.784795,1.5595,stall
1999.785795,1.5473,stall
1999.786795,1.5473,stall
1999.787795,1.5473,stall
1999.788795,1.5595,stall
1999.789795,1.5565,stall
1999.790796,1.5534,stall
1999.791796,1.5473,stall
1999.792798,1.5962,stall
1999.793799,1.5595,stall
1999.7948,1.5534,stall
1999.7958,1.5595,stall
1999.796801,1.5595,stall
1999.797802,1.5595,stall
1999.798802,1.5595,stall
1999.799803,1.5565,stall
1999.800803,1.5565,stall
1999.801804,1.5595,stall
1999.802804,1.5595,stall
1999.803804,1.5565,stall
1999.804804,1.5779,stall
1999.805805,1.5534,stall
1999.806805,1.5595,stall
1999.807805,1.5595,stall
1999.808806,1.5595,stall
1999.809808,1.5595,stall
1999.810808,1.5534,stall
1999.81181,1.5595,stall
1999.81281,1.5595,stall
1999.813812,1.5595,stall
1999.814813,1.5412,stall
1999.815815,1.5473,stall
1999.816816,1.5595,stall
1999.817816,1.5595,stall
1999.818816,1.5595,stall
1999.819816,1.5534,stall
1999.820816,1.5534,stall
1999.821816,1.5534,stall
1999.822818,1.5534,stall
1999.823819,1.584,stall
1999.824821,1.5473,stall
1999.825821,1.5595,stall
1999.826823,1.5595,stall
1999.827824,1.5534,stall
1999.828824,1.5595,stall
1999.829825,1.5595,stall
1999.830827,1.5534,stall
1999.831827,1.5473,stall
1999.832827,1.5534,stall
1999.833828,1.5534,stall
1999.834829,1.5595,stall
1999.835829,1.5595,stall
1999.83683,1.5534,stall
1999.837832,1.5534,stall
1999.838834,1.5473,stall
1999.839834,1.5534,stall
1999.840834,1.5473,stall
1999.841834,1.5534,stall
1999.842834,1.5534,stall
1999.843834,1.5473,stall
1999.844834,1.5595,stall
1999.845835,1.5595,stall
1999.846835,1.5534,stall
1999.847835,1.5534,stall
1999.848836,1.5595,stall
1999.849838,1.5473,stall
1999.85084,1.5534,stall
1999.85184,1.5534,stall
1999.85284,1.5534,stall
1999.853842,1.5534,stall
1999.854843,1.5595,stall
1999.855843,1.5595,stall
1999.856843,1.5595,stall
1999.857843,1.5595,stall
1999.858844,1.5504,stall
1999.859846,1.5595,stall
1999.860846,1.5534,stall
1999.861846,1.5473,stall
1999.862847,1.5595,stall
1999.863849,1.5534,stall
1999.864849,1.5595,stall
1999.865849,1.5534,stall
1999.866849,1.5504,stall
1999.867851,1.5504,stall
1999.868852,1.5534,stall
1999.869852,1.5473,stall
1999.870852,1.5412,stall
1999.871853,1.5534,stall
1999.872855,1.5595,stall
1999.873856,1.5595,stall
1999.874858,1.5534,stall
1999.875858,1.5595,stall
1999.87686,1.5534,stall
1999.87786,1.5534,stall
1999.878861,1.5473,stall
1999.879863,1.5595,stall
1999.880864,1.5534,stall
1999.881866,1.5595,stall
1999.882866,1.5595,stall
1999.883867,1.5534,stall
1999.884867,1.5534,stall
1999.885869,1.5595,stall
1999.88687,1.5595,stall
1999.887871,1.5595,stall
1999.888872,1.5534,stall
1999.889872,1.5595,stall
1999.890872,1.5534,stall
1999.891872,1.5595,stall
1999.892872,1.5443,stall
1999.893872,1.5595,stall
1999.894873,1.5534,stall
1999.895874,1.5595,stall
1999.896875,1.5595,stall
1999.897876,1.5595,stall
1999.898876,1.5351,stall
1999.899878,1.5534,stall
1999.900878,1.5595,stall
1999.901879,1.5534,stall
1999.90288,1.5504,stall
1999.903882,1.5534,stall
1999.904884,1.5595,stall
1999.905884,1.5351,stall
1999.906884,1.5595,stall
1999.907885,1.5504,stall
1999.908885,1.5595,stall
1999.909885,1.5595,stall
1999.910887,1.5534,stall
1999.911887,1.5473,stall
1999.912887,1.5595,stall
1999.913888,1.5534,stall
1999.91489,1.5534,stall
1999.915891,1.5595,stall
1999.916893,1.5504,stall
1999.917893,1.5504,stall
1999.918893,1.5595,stall
1999.919893,1.5534,stall
1999.920893,1.5534,stall
1999.921893,1.5595,stall
1999.922893,1.5595,stall
1999.923893,1.5595,stall
1999.924895,1.5534,stall
1999.925896,1.5595,stall
1999.926897,1.5595,stall
1999.927897,1.5595,stall
1999.928897,1.5534,stall
1999.929897,1.5595,stall
1999.930899,1.5534,stall
1999.931901,1.5595,stall
1999.932901,1.5595,stall
1999.933901,1.5595,stall
1999.934903,1.5534,stall
1999.935905,1.5534,stall
1999.936906,1.5595,stall
1999.937908,1.5595,stall
1999.938908,1.5534,stall
1999.939908,1.5595,stall
1999.940909,1.5595,stall
1999.941911,1.5595,stall
1999.942912,1.5595,stall
1999.943912,1.5534,stall
1999.944913,1.5595,stall
1999.945915,1.5534,stall
1999.946916,1.5534,stall
1999.947918,1.5412,stall
1999.94892,1.5473,stall
1999.949921,1.5534,stall
1999.950921,1.5534,stall
1999.951922,1.5595,stall
1999.952923,1.5534,stall
1999.953924,1.5504,stall
1999.954925,1.5504,stall
1999.955927,1.5595,stall
1999.956927,1.5595,stall
1999.957929,1.5534,stall
1999.958929,1.5595,stall
1999.959931,1.5595,stall
1999.960932,1.5534,stall
1999.961933,1.5595,stall
1999.962933,1.5595,stall
1999.963935,1.5565,stall
1999.964937,1.5473,stall
1999.965939,1.5595,stall
1999.966939,1.5534,stall
1999.967941,1.5595,stall
1999.968941,1.5595,stall
1999.969941,1.5595,stall
1999.970943,1.5595,stall
1999.971945,1.5534,stall
1999.972945,1.5595,stall
1999.973946,1.5595,stall
1999.974947,1.5473,stall
1999.975947,1.5504,stall
1999.976947,1.5473,stall
1999.977947,1.5473,stall
1999.978948,1.5595,stall
1999.97995,1.5473,stall
1999.980951,1.5595,stall
1999.981951,1.5473,stall
1999.982951,1.5565,stall
1999.983951,1.5473,stall
1999.984951,1.5595,stall
1999.985951,1.5595,stall
1999.986952,1.5473,stall
1999.987952,1.5595,stall
1999.988952,1.5504,stall
1999.989953,1.5565,stall
1999.990954,1.5504,stall
1999.991955,1.5595,stall
1999.992956,1.5595,stall
1999.993956,1.5534,stall
1999.994957,1.5351,stall
1999.995957,1.5595,stall
1999.996957,1.5595,stall
1999.997958,1.5534,stall
1999.998958,1.5534,stall
1999.99996,1.5595,stall
2000.000961,1.5473,stall
2000.001962,1.5534,stall
2000.002963,1.5595,stall
2000.003964,1.5534,stall
2000.004964,1.5595,stall
2000.005966,1.5595,stall
2000.006966,1.5473,stall
2000.007966,1.5595,stall
2000.008966,1.5473,stall
2000.009966,1.5534,stall
2000.010966,1.5595,stall
2000.011967,1.5595,stall
2000.012967,1.5351,stall
2000.013968,1.5595,stall
2000.014969,1.5595,stall
2000.015971,1.5534,stall
2000.016972,1.5595,stall
2000.017974,1.5595,stall
2000.018975,1.5534,stall
2000.019976,1.5534,stall
2000.020977,1.5534,stall
2000.021977,1.5534,stall
2000.022977,1.5473,stall
2000.023978,1.5595,stall
2000.024978,1.5534,stall
2000.025978,1.5534,stall
2000.026978,1.5534,stall
2000.027978,1.5534,stall
2000.028978,1.5595,stall
2000.029978,1.5595,stall
2000.030978,1.5534,stall
2000.031978,1.5504,stall
2000.032978,1.5473,stall
2000.033978,1.5595,stall
2000.03498,1.5534,stall
2000.035981,1.5534,stall
2000.036981,1.5595,stall
2000.037981,1.5595,stall
2000.038981,1.5473,stall
2000.039982,1.5534,stall
2000.040984,1.5473,stall
2000.041986,1.5473,stall
2000.042988,1.5534,stall
2000.043988,1.5565,stall
2000.044988,1.5412,stall
2000.045988,1.5595,stall
2000.046989,1.5351,stall
2000.047989,1.5534,stall
2000.048989,1.5473,stall
2000.049989,1.5595,stall
2000.050989,1.5473,stall
2000.051989,1.5595,stall
2000.05299,1.5595,stall
2000.05399,1.5412,stall
2000.054992,1.5534,stall
2000.055992,1.5534,stall
2000.056994,1.5595,stall
2000.057994,1.5595,stall
2000.058994,1.5595,stall
2000.059994,1.5595,stall
2000.060994,1.5595,stall
2000.061994,1.5351,stall
2000.062994,1.5504,stall
2000.063994,1.5595,stall
2000.064995,1.5595,stall
2000.065995,1.5534,stall
2000.066995,1.5534,stall
2000.067995,1.584,stall
2000.068995,1.5534,stall
2000.069997,1.5473,stall
2000.070997,1.5534,stall
2000.071997,1.5595,stall
2000.072997,1.5473,stall
2000.073997,1.5504,stall
2000.074997,1.5595,stall
2000.075997,1.5595,stall
2000.076998,1.5595,stall
2000.077998,1.5473,stall
2000.078998,1.5595,stall
2000.079998,1.5595,stall
2000.081003,1.5534,stall
2000.082005,1.5534,stall
2000.083005,1.5595,stall
2000.084005,1.5534,stall
2000.085005,1.5595,stall
2000.086006,1.5565,stall
2000.087006,1.5595,stall
2000.088006,1.5595,stall
2000.089006,1.5595,stall
2000.090006,1.5595,stall
2000.091007,1.5595,stall
2000.092009,1.5534,stall
2000.093009,1.5534,stall
2000.094011,1.5595,stall
2000.095013,1.5504,stall
2000.096013,1.5534,stall
2000.097013,1.5595,stall
2000.098014,1.5595,stall
2000.099014,1.5595,stall
2000.100014,1.5595,stall
2000.101015,1.5473,stall
2000.102017,1.5595,stall
2000.103017,1.5595,stall
2000.104017,1.5565,stall
2000.105017,1.5534,stall
2000.106019,1.5504,stall
2000.107019,1.5595,stall
2000.108019,1.5595,stall
2000.109019,1.5473,stall
2000.110019,1.5595,stall
2000.11102,1.5534,stall
2000.11202,1.5534,stall
2000.11302,1.5595,stall
2000.11402,1.5534,stall
2000.11502,1.5595,stall
2000.116022,1.5534,stall
2000.117024,1.5595,stall
2000.118024,1.5534,stall
2000.119024,1.5473,stall
2000.120024,1.5534,stall
2000.121024,1.5595,stall
2000.122025,1.5534,stall
2000.123025,1.5473,stall
2000.124025,1.5595,stall
2000.125025,1.5473,stall
2000.126025,1.5473,stall
2000.127025,1.5473,stall
2000.128025,1.5412,stall
2000.129025,1.5534,stall
2000.130025,1.5595,stall
2000.131027,1.5595,stall
2000.132027,1.5534,stall
2000.133027,1.5534,stall
2000.134027,1.5595,stall
2000.135027,1.5473,stall
2000.136028,1.5534,stall
2000.137028,1.5595,stall
2000.13803,1.5595,stall
2000.13903,1.5595,stall
2000.14003,1.5595,stall
2000.14103,1.5565,stall
2000.14203,1.5534,stall
2000.143031,1.5595,stall
2000.144031,1.5595,stall
2000.145031,1.5595,stall
2000.146031,1.5504,stall
2000.147031,1.5595,stall
2000.148031,1.5534,stall
2000.149033,1.5534,stall
2000.150033,1.5534,stall
2000.151033,1.5595,stall
2000.152035,1.5595,stall
2000.153035,1.5565,stall
2000.154036,1.5595,stall
2000.155037,1.5534,stall
2000.156039,1.5595,stall
2000.157039,1.5595,stall
2000.158039,1.5534,stall
2000.159039,1.5565,stall
2000.160041,1.5565,stall
2000.161042,1.5595,stall
2000.162042,1.5534,stall
2000.163044,1.5534,stall
2000.164045,1.5595,stall
2000.165046,1.5534,stall
2000.166046,1.5595,stall
2000.167046,1.5534,stall
2000.168046,1.5534,stall
2000.169046,1.5534,stall
2000.170046,1.5595,stall
2000.171047,1.5534,stall
2000.172048,1.5595,stall
2000.17305,1.5595,stall
2000.174052,1.5595,stall
2000.175054,1.5534,stall
2000.176056,1.5534,stall
2000.177056,1.5534,stall
2000.178056,1.5473,stall
2000.179056,1.5534,stall
2000.180057,1.5534,stall
2000.181059,1.5504,stall
2000.18206,1.5534,stall
2000.183062,1.5473,stall
2000.184062,1.5595,stall
2000.185062,1.5595,stall
2000.186062,1.5595,stall
2000.187064,1.5412,stall
2000.188064,1.5595,stall
2000.189065,1.5595,stall
2000.190066,1.5595,stall
2000.191067,1.5595,stall
2000.192068,1.5595,stall
2000.193069,1.5595,stall
2000.194069,1.5534,stall
2000.195071,1.5595,stall
2000.196071,1.5595,stall
2000.197072,1.5504,stall
2000.198072,1.5534,stall
2000.199072,1.5473,stall
2000.200072,1.5595,stall
2000.201073,1.5565,stall
2000.202074,1.5534,stall
2000.203074,1.5534,stall
2000.204074,1.5595,stall
2000.205074,1.5351,stall
2000.206075,1.5595,stall
2000.207075,1.5565,stall
2000.208075,1.5534,stall
2000.209077,1.5534,stall
2000.210077,1.5534,stall
2000.211079,1.5595,stall
2000.212079,1.5473,stall
2000.213079,1.5595,stall
2000.21408,1.5473,stall
2000.21508,1.5473,stall
2000.216082,1.5595,stall
2000.217084,1.5595,stall
2000.218086,1.5504,stall
2000.219086,1.5534,stall
2000.220088,1.5534,stall
2000.221089,1.5595,stall
2000.222089,1.5595,stall
2000.22309,1.5595,stall
2000.22409,1.5595,stall
2000.225091,1.5595,stall
2000.226091,1.5534,stall
2000.227092,1.5473,stall
2000.228092,1.5534,stall
2000.229092,1.5534,stall
2000.230092,1.5534,stall
2000.231093,1.5595,stall
2000.232094,1.5595,stall
2000.233094,1.5534,stall
2000.234095,1.5473,stall
2000.235096,1.5534,stall
2000.236096,1.584,stall
2000.237096,1.5473,stall
2000.238098,1.5473,stall
2000.239098,1.5595,stall
2000.2401,1.5534,stall
2000.2411,1.5351,stall
2000.2421,1.5534,stall
2000.2431,1.5534,stall
2000.244101,1.5565,stall
2000.245103,1.5534,stall
2000.246104,1.5534,stall
2000.247104,1.5534,stall
2000.248104,1.5595,stall
2000.249104,1.5595,stall
2000.250105,1.5595,stall
2000.251105,1.5595,stall
2000.252105,1.5534,stall
2000.253107,1.5534,stall
2000.254108,1.5595,stall
2000.25511,1.5595,stall
2000.256111,1.5595,stall
2000.257111,1.5534,stall
2000.258112,1.5595,stall
2000.259112,1.5595,stall
2000.260114,1.5504,stall
2000.261115,1.5534,stall
2000.262115,1.5595,stall
2000.263116,1.5504,stall
2000.264117,1.5534,stall
2000.265118,1.5473,stall
2000.266118,1.5595,stall
2000.26712,1.5595,stall
2000.26812,1.5565,stall
2000.26912,1.5534,stall
2000.27012,1.5595,stall
2000.271121,1.5565,stall
2000.272121,1.5504,stall
2000.273121,1.5595,stall
2000.274121,1.5595,stall
2000.275122,1.5595,stall
2000.276123,1.5534,stall
2000.277123,1.5595,stall
2000.278123,1.5534,stall
2000.279123,1.5565,stall
2000.280125,1.5504,stall
2000.281127,1.5595,stall
2000.282129,1.5534,stall
2000.283129,1.5595,stall
2000.284131,1.5595,stall
2000.285132,1.5595,stall
2000.286132,1.5595,stall
2000.287132,1.5534,stall
2000.288133,1.5534,stall
2000.289133,1.5595,stall
2000.290133,1.5412,stall
2000.291134,1.5595,stall
2000.292134,1.5534,stall
2000.293134,1.5534,stall
2000.294136,1.5595,stall
2000.295137,1.5779,stall
2000.296137,1.5595,stall
2000.297137,1.5534,stall
2000.298137,1.5595,stall
2000.299137,1.5534,stall
2000.300138,1.5595,stall
2000.301138,1.5534,stall
2000.302138,1.5595,stall
2000.30314,1.5595,stall
2000.30414,1.5595,stall
2000.305142,1.5595,stall
2000.306144,1.5595,stall
2000.307145,1.5595,stall
2000.308145,1.5534,stall
2000.309145,1.5595,stall
2000.310146,1.584,stall
2000.311148,1.5473,stall
2000.312148,1.5595,stall
2000.313148,1.5473,stall
2000.314148,1.5595,stall
2000.315148,1.5595,stall
2000.31615,1.5534,stall
2000.317151,1.5595,stall
2000.318151,1.5534,stall
2000.319151,1.5595,stall
2000.320151,1.5595,stall
2000.321151,1.5351,stall
2000.322151,1.5595,stall
2000.323151,1.5412,stall
2000.324152,1.5595,stall
2000.325154,1.5504,stall
2000.326155,1.5595,stall
2000.327156,1.5534,stall
2000.328156,1.5595,stall
2000.329156,1.5595,stall
2000.330156,1.5595,stall
2000.331156,1.5565,stall
2000.332156,1.5504,stall
2000.333156,1.5595,stall
2000.334156,1.5595,stall
2000.335157,1.5595,stall
2000.336157,1.5534,stall
2000.337159,1.5595,stall
2000.338159,1.5412,stall
2000.339159,1.5595,stall
2000.340161,1.5595,stall
2000.341161,1.5534,stall
2000.342161,1.5565,stall
2000.343162,1.5595,stall
2000.344162,1.5565,stall
2000.345162,1.5534,stall
2000.346162,1.5595,stall
2000.347163,1.5595,stall
2000.348165,1.584,stall
2000.349165,1.5595,stall
2000.350167,1.5412,stall
2000.351169,1.5595,stall
2000.352169,1.5779,stall
2000.353169,1.5595,stall
2000.354169,1.5534,stall
2000.355171,1.5595,stall
2000.356171,1.5595,stall
2000.357171,1.5534,stall
2000.358171,1.5534,stall
2000.359171,1.5595,stall
2000.360171,1.5534,stall
2000.361173,1.5534,stall
2000.362175,1.5595,stall
2000.363177,1.5595,stall
2000.364178,1.5473,stall
2000.365178,1.5504,stall
2000.366178,1.5534,stall
2000.367178,1.5595,stall
2000.368179,1.5534,stall
2000.369181,1.5595,stall
2000.370181,1.5595,stall
2000.371182,1.5595,stall
2000.372183,1.5595,stall
2000.373183,1.5534,stall
2000.374185,1.5595,stall
2000.375187,1.5504,stall
2000.376189,1.5595,stall
2000.377191,1.5534,stall
2000.378193,1.5534,stall
2000.379193,1.5595,stall
2000.380195,1.5595,stall
2000.381197,1.5534,stall
2000.382198,1.5595,stall
2000.3832,1.5595,stall
2000.384201,1.5473,stall
2000.385201,1.5595,stall
2000.386201,1.5504,stall
2000.387203,1.5595,stall
2000.388205,1.5595,stall
2000.389207,1.5595,stall
2000.390207,1.5595,stall
2000.391209,1.5534,stall
2000.39221,1.5534,stall
2000.39321,1.5595,stall
2000.394211,1.5534,stall
2000.395212,1.5595,stall
2000.396212,1.5595,stall
2000.397212,1.5595,stall
2000.398212,1.5473,stall
2000.399214,1.5534,stall
2000.400214,1.5595,stall
2000.401215,1.5595,stall
2000.402215,1.5595,stall
2000.403215,1.5534,stall
2000.404215,1.5534,stall
2000.405216,1.5595,stall
2000.406217,1.5595,stall
2000.407217,1.5534,stall
2000.408217,1.5534,stall
2000.409217,1.5595,stall
2000.410218,1.5595,stall
2000.411218,1.5473,stall
2000.412219,1.5534,stall
2000.413219,1.5595,stall
2000.414219,1.5595,stall
2000.415221,1.5595,stall
2000.416221,1.5595,stall
2000.417221,1.5595,stall
2000.418222,1.5504,stall
2000.419222,1.5595,stall
2000.420224,1.5595,stall
2000.421226,1.5595,stall
2000.422228,1.5534,stall
2000.42323,1.5534,stall
2000.424231,1.5534,stall
2000.425231,1.5595,stall
2000.426233,1.5595,stall
2000.427235,1.5595,stall
2000.428236,1.5534,stall
2000.429236,1.5534,stall
2000.430238,1.5595,stall
2000.431238,1.5565,stall
2000.432239,1.5504,stall
2000.43324,1.5595,stall
2000.434242,1.5595,stall
2000.435243,1.5534,stall
2000.436243,1.5473,stall
2000.437243,1.5595,stall
2000.438243,1.5595,stall
2000.439243,1.5534,stall
2000.440243,1.5595,stall
2000.441245,1.5595,stall
2000.442245,1.5595,stall
2000.443245,1.5595,stall
2000.444245,1.5595,stall
2000.445245,1.5534,stall
2000.446245,1.5595,stall
2000.447246,1.5595,stall
2000.448246,1.5534,stall
2000.449246,1.5595,stall
2000.450248,1.5595,stall
2000.451248,1.5595,stall
2000.452248,1.5595,stall
2000.45325,1.5595,stall
2000.45425,1.5534,stall
2000.45525,1.5595,stall
2000.456251,1.5595,stall
2000.457251,1.5595,stall
2000.458251,1.5595,stall
2000.459251,1.5534,stall
2000.460251,1.5534,stall
2000.461251,1.5595,stall
2000.462252,1.5534,stall
2000.463254,1.5595,stall
2000.464256,1.5595,stall
2000.465256,1.5534,stall
2000.466256,1.5534,stall
2000.467256,1.5534,stall
2000.468256,1.5534,stall
2000.469256,1.5534,stall
2000.470258,1.5473,stall
2000.471258,1.5534,stall
2000.472258,1.5595,stall
2000.47326,1.5534,stall
2000.47426,1.5595,stall
2000.475262,1.5534,stall
2000.476262,1.5595,stall
2000.477262,1.5595,stall
2000.478263,1.5595,stall
2000.479264,1.5534,stall
2000.480265,1.5779,stall
2000.481265,1.5595,stall
2000.482265,1.5595,stall
2000.483265,1.5504,stall
2000.484265,1.5595,stall
2000.485266,1.5595,stall
2000.486266,1.5595,stall
2000.487268,1.5595,stall
2000.488268,1.5595,stall
2000.489268,1.5595,stall
2000.49027,1.5534,stall
2000.491272,1.5595,stall
2000.492273,1.5595,stall
2000.493275,1.5595,stall
2000.494275,1.5534,stall
2000.495276,1.5595,stall
2000.496276,1.5595,stall
2000.497276,1.5595,stall
2000.498278,1.5595,stall
2000.499279,1.5595,stall
2000.500281,1.5473,stall
2000.501281,1.5595,stall
2000.502282,1.5595,stall
2000.503282,1.5595,stall
2000.504282,1.5595,stall
2000.505282,1.5595,stall
2000.506282,1.5595,stall
2000.507282,1.5534,stall
2000.508283,1.5595,stall
2000.509284,1.5473,stall
2000.510285,1.5595,stall
2000.511286,1.5595,stall
2000.512287,1.5595,stall
2000.513287,1.5534,stall
2000.514287,1.5595,stall
2000.515287,1.5595,stall
2000.516288,1.5473,stall
2000.51729,1.5595,stall
2000.518292,1.5595,stall
2000.519293,1.5534,stall
2000.520294,1.5595,stall
2000.521295,1.5595,stall
2000.522295,1.5565,stall
2000.523297,1.5565,stall
2000.524297,1.5595,stall
2000.525297,1.5595,stall
2000.526299,1.5595,stall
2000.527301,1.5534,stall
2000.528301,1.5534,stall
2000.529301,1.5595,stall
2000.530303,1.5534,stall
2000.531303,1.5595,stall
2000.532305,1.5534,stall
2000.533307,1.5595,stall
2000.534308,1.5595,stall
2000.535308,1.5595,stall
2000.536308,1.5565,stall
2000.537308,1.5779,stall
2000.538309,1.5595,stall
2000.539309,1.5595,stall
2000.540309,1.5595,stall
2000.54131,1.5595,stall
2000.542311,1.584,stall
2000.543311,1.5595,stall
2000.544311,1.5534,stall
2000.545312,1.5595,stall
2000.546313,1.5595,stall
2000.547313,1.5504,stall
2000.548313,1.5595,stall
2000.549314,1.5595,stall
2000.550314,1.5595,stall
2000.551314,1.5595,stall
2000.552316,1.5351,stall
2000.553318,1.5595,stall
2000.55432,1.5595,stall
2000.55532,1.5595,stall
2000.556322,1.5595,stall
2000.557322,1.5595,stall
2000.558323,1.5534,stall
2000.559325,1.5595,stall
2000.560327,1.5534,stall
2000.561328,1.5595,stall
2000.56233,1.5534,stall
2000.563331,1.5595,stall
2000.564331,1.5534,stall
2000.565331,1.5595,stall
2000.566332,1.5351,stall
2000.567334,1.5595,stall
2000.568335,1.5595,stall
2000.569336,1.5595,stall
2000.570337,1.5534,stall
2000.571339,1.5595,stall
2000.572341,1.5595,stall
2000.573341,1.5595,stall
2000.574343,1.5595,stall
2000.575344,1.5595,stall
2000.576344,1.5595,stall
2000.577345,1.5595,stall
2000.578347,1.5595,stall
